video_id	description	date	link	views	likes	duration	comments_number	ref_link	whois_info
QXk56WfflMM	Участвуй в акции от МегаФона: при покупке одного смартфона Xiaomi, получи второй в подарок: http://bit.ly/3uI594N\nPb3XmBtzt2NwKBgk3aWzVE9iYuzaSkm3Abb7hUi\n\nЗа предоставленные айфоны, мы как обычно говорим спасибо лучшему магазину гаджетов BigGeek - http://biggeek.ru\n\nРазыгрываем  iPhone 14 Pro Max 256GB! Что нужно сделать чтоб испытать удачу?\n1. Подписаться или быть подписанным на канал Wylsacom\n2. Оставить 1 комментарий. \n3. Лайк ролику. Опционально, но дает +100 к удаче.\n4. Перейти по этой ссылке в наш ТГ-канал WylsacomRed и подписаться на него!\nhttps://t.me/Wylsared/7334\nИ нажать кнопку «Участвовать». \n\nВсем удачи!\nПодведем итоги в TG-канале WylsacomRed.\nДоставка Почтой России или можно забрать в Москве.\nhttps://t.me/Wylsared/7334\n\n#какой #iPhone #купить \n\n00:00 Начало\n03:12 Про память\n04:30 iPhone XR/SE2/SE3\n08:35 А может взять БУ или Восстановленный?\n11:49 iPhone 12/13 mini\n13:36 iPhone 11/12/13/14\n19:04 iPhone 12/13/14 Pro\n19:32 А где iPhone 11 Pro?\n20:11 iPho 12 Pro не очень?\n22:18 iPhone 12/13/14 Pro Max\n26:05 iPhone 14 Plus\n27:34 Итог\n31:43 Конкурс на iPhone 14 Pro Max 256GB\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-12-05	https://www.youtube.com/watch?v=QXk56WfflMM	2508258	133871	PT33M47S	58316	https://tatarstan.shop.megafon.ru/promo/xiaomi_gift_new_year2023?utm_source=youtube&utm_medium=pr_blogger&utm_campaign=pr_1plus1&utm_content=video&utm_term=wylsacom	"PJSC ""MegaFon"""
HqnPlU2ZRPo	Научись создавать сайты и приложения на Python в новом году вместе со SkillFactory:\nhttps://go.skillfactory.ru/DO-LgQ\nЗабери подарки от нетайного санты по промокоду WYLSA и получи скидку 50% + три курса для новичков в IT до 15.12.2022.\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРеклама. Рекламодатель ООО «Скилфэктори» \nPb3XmBtzt5f4iTeL7J8QYrd2JTwBpt4r5SHVqcL	2022-12-02	https://www.youtube.com/watch?v=HqnPlU2ZRPo	219827	6564	PT29M25S	850	https://skillfactory.ru/python-fullstack-web-developer/?utm_source=youtube&utm_medium=partner&utm_campaign=none_coding_fpw_youtube_partner_course_post_02-12-2022_all_sf_wylsacom_none&utm_content=wylsacom&utm_term=none	Skilfektori, LLC
uPIKqTF1uYU	ЯСНО — это сервис онлайн-психотерапии, скидка 20% на первую консультацию при регистрации по промокоду WYLSACOM20 — https://app.yasno.live/vWlQ/wylsacom20\n\nРебятам из Lepota Detailing низкий поклон за оклейку, а орлам из Power Wheels респект за такие крутые диски! \n\nPb3XmBtzsqXp6fvkTFFVnPD5wagckDAQB6cvK5z\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-11-30	https://www.youtube.com/watch?v=uPIKqTF1uYU	341736	9951	PT28M53S	1343	https://yasno.live?utm_source=YouTube&utm_campaign=wylsacom20&source_caller=ui&shortlink=wylsacom20&c=wylsacom20&af_ad=wylsacom20&pid=youtube&af_click_lookback=30d&af_xp=social&af_channel=youtube	yasno.live
TV5x83AmEd0	Бесплатная кредитка Альфы с годом без %. Оформите онлайн и получайте 100 % кэшбэк: https://alfa.me/4EsONA\n\nВыиграй iPhone 11 желтый на 128GB или iPhone 14 красный все на те же 128GB! Что нужно сделать?\n1. Подписаться или быть подписанным на канал Wylsacom\n2. Оставить 1 комментарий. \n3. Лайк ролику. Опционально, но дает +100 к удаче.\n4. Перейти по этой ссылке в наш ТГ-канал WylsacomRed и подписаться на него!\n#iphone11: https://t.me/Wylsared/7275\n#iphone14: https://t.me/Wylsared/7278\nВ этих постах надо тыкнуть «Участвовать». \n\nВсем удачи!\nПодведем итоги в TG-канале WylsacomRed.\nДоставка Почтой России или можно забрать в Москве.\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию\nPb3XmBtzszEbyKKc4d74CLrwP3UHKofqtRzL6B2	2022-11-28	https://www.youtube.com/watch?v=TV5x83AmEd0	1163617	62859	PT26M54S	12323	https://alfabank.ru/get-money/credit-cards/100-days/?utm_source=youtube&utm_medium=unit&utm_campaign=marketing_bloggers_nov-dec22_credit-card_&utm_content=Wylsacom__bumper__&utm_term=&platformId=youtube_unit_marketing_bloggers_nov-dec22_credit-card__Wylsacom__bumper___	JOINT-STOCK COMPANY ALFA-BANK
pEV50W0FzzI	Оплачивайте Steam в приложении МТС Банка. Получайте до 5% кешбэка рублями за покупки. Для этого оформите карту MTC Weekend — https://www.mtsbank.ru/w/c7 По моей ссылке — оформление и доставка бесплатно.\n\nPb3XmBtztAL1UFa8SpNUTkEUkeTzZrrmCSLhEpn\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-11-24	https://www.youtube.com/watch?v=pEV50W0FzzI	537505	24951	PT22M31S	1670	https://www.mtsbank.ru/factory/debet-card-weekend-delivery/?utm_source=yt&utm_medium=smm&utm_campaign=wylsacom&utm_content=steamp	"PJSC ""MTS Bank"""
isGiQ_Eo61s	Переводите деньги в 13 стран мира по выгодному курсу и с комиссией 0%* в приложении МТС Банка. Для этого бесплатно оформите карту MTC Weekend с рублёвым кешбэком до 5% за каждую покупку — https://www.mtsbank.ru/w/c6. При оформлении по моей ссылке — доставка бесплатно. \n \n*0% действует при отправке в российских рублях и выдаче в долларах США или евро в мобильном приложении МТС банка по системам Contact, Юнистрим, Гранат, а также при переводах на карты HUMO, UZCARD, Элкард, Корти Милли, ArCa, Troy. На остальные переводы действует тариф 1%. При зачислении перевода на карты Troy взимается комиссия 3 $ на стороне провайдера, переводы только на счета в национальной валюте, при возврате перевода комиссия не возвращается. При осуществлении перевода через ПС АзияЭкспресс до 3000 руб. взымается комиссия 60 руб. Действительно на 23.11.2022 г. ПАО «МТС-Банк». Лицензия Банка России № 2268 от 17.12.2014 г.\n\nPb3XmBtzsyTbgpdhcZygBz5vhRdiv7ApdKNNXyg\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-11-23	https://www.youtube.com/watch?v=isGiQ_Eo61s	278951	10653	PT15M53S	603	https://www.mtsbank.ru/factory/debet-card-weekend-delivery/?utm_source=yt&utm_medium=smm&utm_campaign=wylsacom&utm_content=zarubeji	"PJSC ""MTS Bank"""
Q8LztLW4cUM	Переходи по ссылке https://surfshark.deals/WYLSA/?&erid=Pb3XmBtzt2z3kSQCoeCRyYtQFnFgmXdcUBKqqaE - используй промокод WYLSA и получи скидку 85% и 3 месяца в подарок!\n\n\nКонкурс - https://t.me/Wylsared/7189\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-11-21	https://www.youtube.com/watch?v=Q8LztLW4cUM	390421	13582	PT20M54S	3118	https://surfshark.com/deal/influencer?coupon=wylsa&utm_source=partner&utm_medium=45357	NameBrightPrivacy.com
nnpafq-xAhU	Арендуйте гибкий облачный сервер в Selectel с новым SSD-диском и экономьте до 30%: https://slc.tl/kxpd4\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-11-17	https://www.youtube.com/watch?v=nnpafq-xAhU	186254	10615	PT26M14S	600	https://selectel.ru/services/cloud/servers/?utm_source=youtube.com&utm_medium=referral&utm_campaign=cloud_newdisk_1022_Wylsacom_171122_paid&erid=Pb3XmBtztB6XagQZq3HYpZUCvbiAsVzzCGEfsHz	Selectel, Co. Ltd.
mGFPeLXTCiQ	Запишитесь на бесплатный курс Нетологии «Data Science: будущее для каждого» —  http://netolo.gy/k2F/?&erid=Pb3XmBtzswY6iTQaXXajhgM1v2fg5UE1vbrQGYn\nПо промокоду WYLSACOM действует скидка 45% на платные курсы Нетологии\n\nПогнали в Тольятти! Там два музея есть необычных, где хранятся секретные прототипы и разработки АвтоВАЗа, космические аппараты и вертолеты, а еще есть настоящая подводная лодка — снял обо всех экспонатах видео, предлагаю срочно смотреть и ставить лайк! \nБезумные машины, клевая техника и все как положено\n\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-11-15	https://www.youtube.com/watch?v=mGFPeLXTCiQ	342259	13628	PT36M34S	855	https://netology.ru/programs/dsfuture?utm_source=wylsacomnov2022&utm_medium=promo&utm_campaign=bdev_dfe_bou_youtube_wylsacomnov2022&utm_content=11112022	Netologiya, LLC
Btg1hFjxuhQ	Пройдите бесплатный тест от Skillfactory и узнайте какая IT-профессия вам подойдет: https://go.skillfactory.ru/bQSwcg/?&erid=Pb3XmBtzszZMgqrsvmXQJJEC7Cj81dLUp7ULDTk\n\nВыиграй iPhone 14 Plus Blue 256GB! Что нужно сделать?\n1. Подписаться или быть подписанным на канал Wylsacom\n2. Оставить 1 комментарий - разбивали ли вы свой телефон?\n3. Лайк ролику. Опционально, но дает +100 к удаче.\n4. Перейти по этой ссылке в наш ТГ-канал WylsacomRed и подписаться на него!\nhttps://t.me/Wylsared/7110\n\nВсем удачи!\nПодведем итоги в TG-канале WylsacomRed.\nДоставка Почтой России или можно забрать в Москве.\n\nЛучший магазин гаджетов. Там и iPhone и другая классная техника: http://biggeek.ru\n\n#iphone14plus #droptest #apple \n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-11-08	https://www.youtube.com/watch?v=Btg1hFjxuhQ	1500449	65196	PT15M37S	11878	https://skillfactory.ru/new_itrentgen/?utm_source=special-y&utm_medium=partner&utm_campaign=np_sf_all_special-y_partner_lp_itrentgen-4_17-11-2022_all_sf_wylsacom&utm_content=wylsacom&utm_term=none	Skilfektori, LLC
T_8Qa5OD0DA	Оформите свою суперкарту с рублёвым кешбэком 5% на кафе, такси и каршеринг от надёжного МТС Банка — https://www.mtsbank.ru/w/c4. А ещё 5% в супермаркетах с подпиской MTC Premium. Доставка и оформление — бесплатно.\n\n#apple #android #aod \n\nВыиграй Samsung Galaxy S22 Ultra на 128GB! Что нужно сделать?\n1. Подписаться или быть подписанным на канал Wylsacom\n2. Оставить 1 комментарий!\n3. Лайк ролику. Опционально, но дает +100 к удаче.\n4. Перейти по этой ссылке в наш ТГ-канал WylsacomRed.\nhttps://t.me/Wylsared/7035\nПодписаться на ТГ-канал WylsacomRed.\n\nВсем удачи!\nПодведем итоги в TG-канале WylsacomRed.\nДоставка Почтой России или можно забрать в Москве.\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-10-27	https://www.youtube.com/watch?v=T_8Qa5OD0DA	607601	32991	PT15M8S	13480	https://www.mtsbank.ru/factory/debet-card-weekend-delivery/?utm_source=yt&utm_medium=smm&utm_campaign=wylsacom&utm_content=dkweekendi	"PJSC ""MTS Bank"""
6HEDZqPbHJk	Заказывай Xiaomi 12T Prо на сайте или в приложении М.Видео https://bit.ly/3gFcfTS\n\nВыиграй Xiaomi 12T Pro на 256GB! Что нужно сделать?\n1. Подписаться или быть подписанным на канал Wylsacom\n2. Оставить 1 комментарий - что вы думаете о мобильной фотографии? Нужны ли лютые камеры с нейронными сетями или прямые руки всему голова?\n3. Лайк ролику. Опционально, но дает +100 к удаче.\n4. Перейти по этой ссылке в наш ТГ-канал WylsacomRed.\nhttps://t.me/Wylsared/7015. \nПодписаться на ТГ-канал WylsacomRed.\n\nВсем удачи!\nПодведем итоги в TG-канале WylsacomRed.\nДоставка Почтой России или можно забрать в Москве.\n\nОригинал 8K видео с 12T Pro зальем попозже.\n\n#xiaomi #12tpro\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-10-24	https://www.youtube.com/watch?v=6HEDZqPbHJk	1141692	45221	PT14M46S	14782	https://www.mvideo.ru/promo/xiaomi-12t-series?utm_source=blogger&utm_medium=youtube&utm_campaign=Special_flight_RF_Xiaomi_WYLSACOM_25oct	PJSC M.video
oSBGWCGHF3o	Улучшай свой тариф от МегаФона с помощью новой МегаСилы: https://bit.ly/3q1bju7\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРеклама megafon.ru	2022-09-01	https://www.youtube.com/watch?v=oSBGWCGHF3o	950827	27477	PT18M56S	770	https://tatarstan.megafon.ru/services/megapowers/uluchshaizer_tarifa/?utm_source=youtube&utm_medium=pr_blogger&utm_campaign=pr_uluchshayzer&utm_content=integration&utm_term=wylsacom	"PJSC ""MegaFon"""
BuIyQEnt7QY	Скачивай приложение Roblox и вперед за МегаСилами в SuperCity: https://bit.ly/3z1Yt3P\n\n*Основано на анализе скорости мобильного интернета и данных о покрытии сети компании Ookla® («Оокла») в 2017–2022 гг. Карта покрытия и другие подробности на megafon.ru.\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-10-23	https://www.youtube.com/watch?v=BuIyQEnt7QY	1491411	45244	PT24M44S	3421	https://www.roblox.com/games/10909827059/MEGARUNNER-BY-MEGAFON?utm_source=1-youtubeblogger-wylsacom&utm_campaign=fed_flight_www-b2c_pre5g_oct_nov_2022&utm_medium=ag-media_media_all_robloxbloggersupport_interests_video_packet&utm_content=&utm_term=	Roblox Corporation
7E1kfrrzjME	Воздухоочиститель-увлажнитель A802 RAIN - https://www.bork.ru/s/_youtube_a802/\n\n#ipad #ipadpro #m2 \n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-10-19	https://www.youtube.com/watch?v=7E1kfrrzjME	655926	23340	PT15M19S	1250	https://www.bork.ru/eShop/Air-Cleaners/a802/?utm_source=youtube&utm_medium=influence&utm_campaign=Wylsacom&utm_term=a802	OOO BORK-IMPORT
6lXE3KlgGOc	Оформите свою суперкарту с рублёвым кешбэком 5% на кафе, такси и каршеринг от надёжного МТС Банка — https://www.mtsbank.ru/w/c4. А ещё 5% в супермаркетах с подпиской MTC Premium. Доставка и оформление — бесплатно.\n\n\nСпасибо ребятам из BigGeek за помощь с добычей Inzone M9. За гаджетами это к ним:\nhttps://wylsa.com/obzor-naushnikov-sony-inzone-h9/\n\nОбзор Inzone H9 на сайте Wylsacom: https://wylsa.com/obzor-naushnikov-sony-inzone-h9/\n\n#sony #ps5 #playstation \n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-10-17	https://www.youtube.com/watch?v=6lXE3KlgGOc	709628	24026	PT16M52S	1154	https://www.mtsbank.ru/factory/debet-card-weekend-delivery/?utm_source=yt&utm_medium=smm&utm_campaign=wylsacom&utm_content=dkweekendi	"PJSC ""MTS Bank"""
Z9WLyQEsGFk	"Кликай: https://go.contented.ru/OzjTcw\n-45% на профессию UX/UI дизайнер с нуля до PRO в онлайн школе дизайна Contented по промокоду «WYLSACOM» до 24.10\n\n#iphone14plus #iphone14promax #apple  \n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРеклама. Рекламодатель ООО ""Скилфэктори"""	2022-10-13	https://www.youtube.com/watch?v=Z9WLyQEsGFk	786450	20769	PT22M33S	1768	https://contented.ru/edu/ux-ui-designer-pro_v2/?utm_source=youtube&utm_medium=partner&utm_campaign=none_cd_uxspro_youtube_partner_course_post_15-10-2022_all_sf&utm_content=wyllsacom&utm_term=none	Skilfektori, LLC
b9eKj_s4kpA	Такой низкой ставки ещё не было: кредит в Альфа-Банке от 4,5%. Оформите заявку и получите деньги уже сегодня: https://alfa.me/1W30Dw\n\nСпасибо @AutoreviewRu за помощь в организации съемок.\nСпасибо лучшему магазину гаджетов Big Geek за помощь и за то что они такие клевые:\nhttp://biggeek.ru\nСпасибо ребятам из Tesla Shop за помощь с машиной. По всем вопросам с Tesla смело к ним.\nhttps://teslashop.ru/\n\n#tesla #models #iphone14 \n\nСпасибо всем за просмотр и если понравилось - лайк и комментарий. Это поможет продвинуть ролик и даст нам понять, что такой контент вам интересен.\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-10-12	https://www.youtube.com/watch?v=b9eKj_s4kpA	1149490	48440	PT21M32S	2378	https://alfabank.ru/get-money/credit/credit-cash/?utm_source=youtube&utm_medium=unit&utm_campaign=oct22_credit-cash_&utm_content=wylsacom__bumper__&utm_term=&platformId=youtube_unit_oct22_credit-cash__wylsacom__bumper___	JOINT-STOCK COMPANY ALFA-BANK
n-vN_9tGWwc	Узнать больше о мобильном интернете от МегаФона, оператора №1 по скорости и покрытию* –  https://bit.ly/3CEzk1S\n* – Основано на анализе скорости мобильного интернета SpeedTest Intelligence® («Спидтест Интелиджэнс») в 2017-2022 гг. и данных о покрытии сети компании Ookla® («Оокла») в 1-2 кв. 2022 г. Подробности на megafon.ru\n\nЗа помощь в съемках спасибо https://campglamp.ru/catalog/eko-otel-moonhouse-122\n\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-08-29	https://www.youtube.com/watch?v=n-vN_9tGWwc	293514	9305	PT7M27S	768	https://tatarstan.megafon.ru/fastest/?utm_source=youtube&utm_medium=pr_blogger&utm_campaign=pr_number1&utm_content=natasha&utm_term=wylsacom	"PJSC ""MegaFon"""
pZjSdWw6Qns	Подключай бесплатного виртуального секретаря Еву от МегаФона, который защитит от мошенников и спам-звонков: https://trk.mail.ru/c/k2at45\n\nСмотрите версию сравнения iPhone 14 Plus и iPhone 8 Plus на канале Rozetked:\nhttps://youtu.be/m0m6Rv5IB1Q\n\n#iphone14 #iphone14plus \n\nВыиграй iPhone 14 Plus Blue на 128GB! Что нужно сделать?\n1. Подписаться или быть подписанным на канал Wylsacom\n2. Оставить 1 комментарий по делу!\n3. Лайк ролику. Опционально, но дает +100 к удаче.\n4. Перейти по этой ссылке в наш ТГ-канал WylsacomRed.\nhttps://t.me/Wylsared/6927\n5. Подписаться на ТГ-канал WylsacomRed.\n\nВсем удачи!\nПодведем итоги в TG-канале WylsacomRed.\nДоставка Почтой России или можно забрать в Москве.\n\nПредзаказать кольцо всевластия Wylsacom: https://payring.ru/wylsacom\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-10-11	https://www.youtube.com/watch?v=pZjSdWw6Qns	1156672	64338	PT16M55S	19007	https://tatarstan.megafon.ru/services/security/agent_eva/?utm_campaign=CKO25221_1&utm_medium=screen_eva&utm_source=smartlink&mt_click_id=mt-k2at45-1677532153-3101475911	"PJSC ""MegaFon"""
smnMYboGiMA	Полностью автономный робот-пылесос от Roborock! Узнать больше — https://bit.ly/WYLSA_RBRCK_NEW\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-10-04	https://www.youtube.com/watch?v=smnMYboGiMA	384121	15614	PT16M49S	583	https://vsesmart.ru/catalog/robot-pylesos-roborock-s7-maxv-ultra-black/?utm_source=Wylsacom&utm_medium=YouTube&utm_campaign=Promotion&utm_term=Roborock	VSESMART , LLC
pjoWyox-cJA	Разверните отказоустойчивую инфраструктуру в Selectel и защитите ваш сайт или приложение от сбоев: https://slc.tl/fspcm\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-10-01	https://www.youtube.com/watch?v=pjoWyox-cJA	327833	11034	PT33M12S	490	https://selectel.ru/solutions/resilient-infrastructure/?utm_source=youtube.com&utm_medium=referral&utm_campaign=resilient-infrastucture_0922_wylsacom_010922_paid	Selectel, Co. Ltd.
